month,quarter,season_num,boe_rate,cpi,is_new_build,is_freehold,county_median,town_median,type_F,type_S,type_T,price
9,3,3,4.0,3.0,0,1,290000.0,310000.0,False,False,True,180000
2,1,0,4.5,2.8,0,1,455000.0,465000.0,False,False,False,510000
2,1,0,4.5,2.8,0,1,365000.0,356415.0,False,False,False,730000
3,1,1,4.5,2.6,0,1,196000.0,196000.0,False,True,False,135000
9,3,3,4.0,3.0,0,1,455000.0,420000.0,False,True,False,435000
4,2,1,4.25,3.5,0,1,285000.0,340000.0,False,False,False,965000
7,3,2,4.25,3.2,0,1,220000.0,245000.0,False,False,True,317500
7,3,2,4.25,3.2,0,0,215000.0,218375.0,False,False,True,185000
12,4,0,4.0,2.8,0,1,164972.5,167250.0,False,True,False,165000
6,2,2,4.25,3.3,0,1,250000.0,216500.0,False,False,False,200000
5,2,1,4.25,3.4,0,0,527500.0,574000.0,True,False,False,365000
3,1,1,4.5,2.6,0,1,177500.0,160000.0,False,False,False,300000
2,1,0,4.5,2.8,0,1,320000.0,340000.0,False,False,False,341000
2,1,0,4.5,2.8,0,1,237500.0,245000.0,False,False,False,375000
8,3,2,4.25,3.1,0,1,160000.0,178000.0,False,True,False,190000
6,2,2,4.25,3.3,0,0,527500.0,420000.0,True,False,False,315000
3,1,1,4.5,2.6,0,1,180000.0,160000.0,False,False,False,310000
10,4,3,4.0,3.0,0,1,355000.0,361750.0,False,True,False,300000
1,1,0,4.75,3.0,0,1,385000.0,445000.0,False,False,True,417500
2,1,0,4.5,2.8,0,1,230000.0,230000.0,False,False,True,125000
11,4,3,4.0,2.9,0,1,527500.0,574000.0,False,False,False,2180000
1,1,0,4.75,3.0,0,1,175000.0,174000.0,False,False,False,195000
2,1,0,4.5,2.8,0,1,505000.0,445000.0,False,True,False,380000
9,3,3,4.0,3.0,0,1,290000.0,275000.0,False,False,False,422500
3,1,1,4.5,2.6,1,1,237500.0,227000.0,False,False,False,324900
6,2,2,4.25,3.3,0,1,216975.0,220000.0,False,True,False,198000
9,3,3,4.0,3.0,0,1,455000.0,415000.0,False,True,False,520000
1,1,0,4.75,3.0,0,1,455000.0,410000.0,False,True,False,277500
11,4,3,4.0,2.9,0,0,455000.0,794325.0,True,False,False,620000
11,4,3,4.0,2.9,0,1,235000.0,250000.0,False,True,False,187500
3,1,1,4.5,2.6,0,1,240500.0,250000.0,False,True,False,415000
7,3,2,4.25,3.2,0,1,355000.0,360000.0,False,True,False,450000
7,3,2,4.25,3.2,0,1,215000.0,245000.0,False,True,False,205000
9,3,3,4.0,3.0,0,1,355000.0,380000.0,False,False,False,975000
8,3,2,4.25,3.1,0,1,505000.0,432500.0,False,False,False,580000
11,4,3,4.0,2.9,1,1,204995.0,255950.0,False,False,False,474952
3,1,1,4.5,2.6,0,1,527500.0,574000.0,False,False,True,840000
7,3,2,4.25,3.2,0,1,204995.0,144000.0,False,False,True,153000
2,1,0,4.5,2.8,0,1,260000.0,337500.0,False,False,False,450000
10,4,3,4.0,3.0,0,1,237500.0,367250.0,False,False,False,750000
2,1,0,4.5,2.8,0,1,205000.0,150000.0,False,False,True,150000
2,1,0,4.5,2.8,0,1,308748.0,287500.0,False,False,False,290000
3,1,1,4.5,2.6,0,0,527500.0,574000.0,True,False,False,222000
2,1,0,4.5,2.8,0,1,215000.0,200000.0,False,False,True,335000
2,1,0,4.5,2.8,0,0,240500.0,301000.0,False,False,False,370000
5,2,1,4.25,3.4,0,1,420000.0,402000.0,False,False,True,435000
3,1,1,4.5,2.6,0,0,237500.0,362000.0,True,False,False,225000
10,4,3,4.0,3.0,0,0,527500.0,574000.0,True,False,False,250000
10,4,3,4.0,3.0,0,1,215000.0,226000.0,False,True,False,280000
9,3,3,4.0,3.0,0,1,401250.0,395000.0,False,True,False,430000
9,3,3,4.0,3.0,0,1,455000.0,435000.0,False,True,False,565000
12,4,0,4.0,2.8,0,1,195000.0,185000.0,False,False,False,335000
11,4,3,4.0,2.9,0,1,290000.0,282500.0,False,False,False,620000
5,2,1,4.25,3.4,0,0,320000.0,445000.0,True,False,False,275000
1,1,0,4.75,3.0,1,1,455000.0,630000.0,False,False,True,525000
1,1,0,4.75,3.0,0,1,215000.0,225000.0,False,False,False,395000
3,1,1,4.5,2.6,0,1,299999.5,182000.0,False,False,True,190000
10,4,3,4.0,3.0,0,1,180000.0,152500.0,False,True,False,95000
6,2,2,4.25,3.3,0,1,299500.0,367000.0,False,False,False,728000
11,4,3,4.0,2.9,0,1,235000.0,208625.0,False,True,False,298750
11,4,3,4.0,2.9,0,1,286000.0,336000.0,False,True,False,420000
2,1,0,4.5,2.8,0,1,175000.0,137000.0,False,False,True,105000
7,3,2,4.25,3.2,0,1,204995.0,169000.0,False,False,False,332000
6,2,2,4.25,3.3,0,1,375000.0,410000.0,False,True,False,475000
7,3,2,4.25,3.2,0,0,350000.0,350000.0,True,False,False,239500
2,1,0,4.5,2.8,0,0,237500.0,233500.0,True,False,False,84000
11,4,3,4.0,2.9,0,0,235000.0,190000.0,False,False,False,250000
2,1,0,4.5,2.8,0,1,350000.0,230000.0,False,False,False,255000
8,3,2,4.25,3.1,0,0,320000.0,289000.0,True,False,False,141200
6,2,2,4.25,3.3,1,1,225000.0,214500.0,False,True,False,199995
10,4,3,4.0,3.0,0,1,155000.0,162000.0,False,False,False,925000
3,1,1,4.5,2.6,0,1,200000.0,185475.0,False,True,False,255000
3,1,1,4.5,2.6,0,1,527500.0,505000.0,False,False,False,777000
9,3,3,4.0,3.0,0,1,527500.0,435000.0,False,False,True,499000
8,3,2,4.25,3.1,0,1,527500.0,574000.0,False,True,False,1180280
6,2,2,4.25,3.3,0,1,235000.0,193750.0,False,False,True,126500
2,1,0,4.5,2.8,0,1,370000.0,440000.0,False,False,True,425000
8,3,2,4.25,3.1,0,1,260000.0,258000.0,False,False,False,280000
1,1,0,4.75,3.0,0,1,355000.0,362500.0,False,False,True,325000
1,1,0,4.75,3.0,0,1,385000.0,399999.0,False,False,False,1140000
6,2,2,4.25,3.3,0,1,527500.0,574000.0,False,False,True,762500
3,1,1,4.5,2.6,0,1,240500.0,250000.0,False,False,False,860000
3,1,1,4.5,2.6,0,1,280000.0,270000.0,False,True,False,274000
5,2,1,4.25,3.4,0,0,230000.0,230000.0,True,False,False,120000
6,2,2,4.25,3.3,0,1,250000.0,200000.0,False,True,False,217333
4,2,1,4.25,3.5,0,1,237500.0,367250.0,False,False,False,837500
12,4,0,4.0,2.8,0,0,228000.0,221379.0,True,False,False,85000
3,1,1,4.5,2.6,0,0,290000.0,355500.0,True,False,False,150000
1,1,0,4.75,3.0,0,1,350000.0,240000.0,False,False,True,150000
10,4,3,4.0,3.0,0,0,527500.0,574000.0,True,False,False,262000
8,3,2,4.25,3.1,0,1,180000.0,160000.0,False,False,True,112000
12,4,0,4.0,2.8,0,1,455000.0,550000.0,False,True,False,625000
2,1,0,4.5,2.8,0,1,375000.0,370000.0,False,False,False,500000
3,1,1,4.5,2.6,0,1,230000.0,230000.0,False,True,False,140000
7,3,2,4.25,3.2,0,1,273000.0,282000.0,False,True,False,300000
9,3,3,4.0,3.0,0,0,527500.0,574000.0,True,False,False,362500
2,1,0,4.5,2.8,0,0,237500.0,367250.0,False,False,False,360000
1,1,0,4.75,3.0,0,0,338000.0,335000.0,True,False,False,245000
3,1,1,4.5,2.6,0,1,200000.0,240000.0,False,False,True,130000
2,1,0,4.5,2.8,0,1,200000.0,240000.0,False,False,True,150000
5,2,1,4.25,3.4,0,1,290000.0,275000.0,False,False,False,410000
7,3,2,4.25,3.2,0,1,215000.0,192500.0,False,False,False,385000
9,3,3,4.0,3.0,0,1,270000.0,293500.0,False,False,False,470000
4,2,1,4.25,3.5,0,1,270000.0,270000.0,False,False,True,225000
1,1,0,4.75,3.0,0,0,527500.0,574000.0,True,False,False,575000
5,2,1,4.25,3.4,0,1,227500.0,232500.0,False,False,True,228000
11,4,3,4.0,2.9,0,1,460000.0,557500.0,False,False,False,1050000
7,3,2,4.25,3.2,0,1,165000.0,170000.0,False,False,False,345000
10,4,3,4.0,3.0,0,1,192500.0,225000.0,False,True,False,230000
6,2,2,4.25,3.3,0,1,204995.0,255950.0,False,False,True,210000
7,3,2,4.25,3.2,0,1,308748.0,275000.0,False,False,False,400000
4,2,1,4.25,3.5,0,1,195000.0,220000.0,False,False,False,370000
10,4,3,4.0,3.0,0,1,290000.0,301000.0,False,True,False,297000
7,3,2,4.25,3.2,0,0,527500.0,574000.0,True,False,False,1069375
6,2,2,4.25,3.3,0,1,215000.0,185000.0,False,False,True,122000
7,3,2,4.25,3.2,0,1,273000.0,282000.0,False,False,False,580000
8,3,2,4.25,3.1,0,0,240500.0,250000.0,True,False,False,232500
2,1,0,4.5,2.8,0,1,285000.0,275500.0,False,True,False,330000
6,2,2,4.25,3.3,0,1,227500.0,232500.0,False,False,True,156000
3,1,1,4.5,2.6,0,1,355000.0,269995.0,False,False,True,600000
3,1,1,4.5,2.6,0,1,220000.0,245000.0,False,True,False,186500
3,1,1,4.5,2.6,0,0,407500.0,450000.0,True,False,False,240000
9,3,3,4.0,3.0,0,1,370000.0,350000.0,False,False,False,497500
8,3,2,4.25,3.1,0,1,280000.0,270000.0,False,False,True,215000
2,1,0,4.5,2.8,0,0,527500.0,574000.0,True,False,False,478000
5,2,1,4.25,3.4,0,1,215000.0,167500.0,False,False,True,125000
1,1,0,4.75,3.0,0,1,240000.0,240000.0,False,True,False,310000
5,2,1,4.25,3.4,0,1,199950.0,190500.0,False,False,False,365000
11,4,3,4.0,2.9,0,1,350000.0,350000.0,False,False,True,325000
2,1,0,4.5,2.8,0,1,205000.0,220000.0,False,False,True,194500
1,1,0,4.75,3.0,0,1,273000.0,282000.0,False,False,False,280000
4,2,1,4.25,3.5,0,1,270000.0,300750.0,False,False,True,165000
7,3,2,4.25,3.2,0,1,180000.0,210000.0,False,True,False,124000
2,1,0,4.5,2.8,0,0,527500.0,574000.0,True,False,False,1192000
10,4,3,4.0,3.0,0,1,455000.0,794325.0,False,False,False,1050000
9,3,3,4.0,3.0,0,0,205000.0,205000.0,True,False,False,75000
12,4,0,4.0,2.8,0,1,355000.0,441750.0,False,True,False,595000
10,4,3,4.0,3.0,0,1,345000.0,350000.0,False,False,False,418000
9,3,3,4.0,3.0,0,1,299999.5,300000.0,False,True,False,345000
10,4,3,4.0,3.0,0,1,200000.0,218000.0,False,True,False,195000
8,3,2,4.25,3.1,0,1,335000.0,350000.0,False,False,True,373000
10,4,3,4.0,3.0,0,1,345796.0,357000.0,False,True,False,325000
5,2,1,4.25,3.4,0,0,375000.0,595000.0,True,False,False,270000
2,1,0,4.5,2.8,0,1,240500.0,250000.0,False,False,True,265000
10,4,3,4.0,3.0,0,1,375000.0,410000.0,False,False,False,405000
5,2,1,4.25,3.4,0,1,250000.0,235000.0,False,False,True,125000
4,2,1,4.25,3.5,1,1,250000.0,279000.0,False,False,False,250000
9,3,3,4.0,3.0,0,1,215000.0,245000.0,False,False,True,256500
12,4,0,4.0,2.8,0,0,527500.0,574000.0,True,False,False,752000
8,3,2,4.25,3.1,0,1,240500.0,210000.0,False,True,False,245000
6,2,2,4.25,3.3,0,1,250000.0,318750.0,False,True,False,230000
12,4,0,4.0,2.8,0,1,270000.0,270000.0,False,False,True,384000
2,1,0,4.5,2.8,0,1,224000.0,242500.0,False,True,False,216000
2,1,0,4.5,2.8,0,1,455000.0,350000.0,False,False,True,225000
2,1,0,4.5,2.8,0,0,240500.0,198975.0,False,False,True,50000
10,4,3,4.0,3.0,0,0,455000.0,410000.0,True,False,False,154500
5,2,1,4.25,3.4,0,1,415000.0,410000.0,False,False,False,549500
2,1,0,4.5,2.8,0,1,205000.0,140000.0,False,False,True,180000
10,4,3,4.0,3.0,0,1,545000.0,630000.0,False,True,False,420000
11,4,3,4.0,2.9,0,1,235000.0,240000.0,False,True,False,220000
12,4,0,4.0,2.8,0,1,315000.0,330000.0,False,False,False,370000
12,4,0,4.0,2.8,0,0,355000.0,475000.0,True,False,False,87500
12,4,0,4.0,2.8,0,1,164972.5,160000.0,False,False,True,95000
6,2,2,4.25,3.3,0,0,240500.0,210000.0,False,False,True,145000
11,4,3,4.0,2.9,0,1,285000.0,245000.0,True,False,False,120000
7,3,2,4.25,3.2,0,1,455000.0,435000.0,False,False,True,450000
3,1,1,4.5,2.6,0,0,527500.0,574000.0,True,False,False,170500
10,4,3,4.0,3.0,0,0,270000.0,270000.0,False,False,True,165000
3,1,1,4.5,2.6,0,1,273000.0,282000.0,False,False,False,340000
5,2,1,4.25,3.4,0,0,527500.0,574000.0,True,False,False,449000
11,4,3,4.0,2.9,0,1,200000.0,215000.0,False,True,False,442000
12,4,0,4.0,2.8,0,1,235000.0,155000.0,False,False,True,135000
7,3,2,4.25,3.2,0,1,350000.0,329650.0,False,False,True,355000
6,2,2,4.25,3.3,0,0,195000.0,220000.0,False,False,True,70000
7,3,2,4.25,3.2,0,1,145000.0,172000.0,False,False,True,80000
11,4,3,4.0,2.9,0,1,175000.0,174000.0,False,False,True,138500
9,3,3,4.0,3.0,0,1,175000.0,137000.0,False,False,True,118000
8,3,2,4.25,3.1,0,0,236000.0,230000.0,False,True,False,215000
8,3,2,4.25,3.1,0,0,527500.0,650000.0,True,False,False,290000
12,4,0,4.0,2.8,0,1,355000.0,440000.0,False,False,False,850000
3,1,1,4.5,2.6,0,1,215000.0,167500.0,False,False,False,332000
2,1,0,4.5,2.8,0,1,200000.0,177250.0,False,False,True,141000
3,1,1,4.5,2.6,0,1,220000.0,245000.0,False,True,False,220000
12,4,0,4.0,2.8,0,1,345000.0,350000.0,False,False,True,305000
2,1,0,4.5,2.8,0,1,505000.0,459975.0,False,False,False,700000
5,2,1,4.25,3.4,0,1,204995.0,285000.0,False,False,True,425000
3,1,1,4.5,2.6,0,0,527500.0,574000.0,True,False,False,250000
2,1,0,4.5,2.8,0,1,385000.0,390000.0,False,False,True,225000
2,1,0,4.5,2.8,0,1,237500.0,245000.0,False,True,False,250000
4,2,1,4.25,3.5,0,1,338000.0,420000.0,False,False,True,340000
2,1,0,4.5,2.8,1,1,345796.0,357000.0,False,True,False,329995
7,3,2,4.25,3.2,0,1,280000.0,289000.0,False,False,False,405250
7,3,2,4.25,3.2,0,1,300000.0,305000.0,False,True,False,490000
9,3,3,4.0,3.0,0,0,299999.5,300000.0,True,False,False,80000
2,1,0,4.5,2.8,0,1,195000.0,177000.0,False,False,False,360000
3,1,1,4.5,2.6,0,1,350000.0,453500.0,False,False,True,370000
5,2,1,4.25,3.4,1,1,355000.0,331905.0,False,False,False,480000
1,1,0,4.75,3.0,0,1,250000.0,235000.0,False,True,False,236000
12,4,0,4.0,2.8,0,1,195000.0,185000.0,False,True,False,170000
2,1,0,4.5,2.8,0,1,230000.0,232745.0,False,True,False,208000
2,1,0,4.5,2.8,0,1,167500.0,175000.0,False,False,True,160000
8,3,2,4.25,3.1,0,0,527500.0,574000.0,True,False,False,550000
1,1,0,4.75,3.0,0,1,370000.0,350000.0,False,False,True,179995
2,1,0,4.5,2.8,0,1,407500.0,375000.0,False,True,False,373000
8,3,2,4.25,3.1,0,1,370000.0,420000.0,False,False,False,470000
3,1,1,4.5,2.6,0,1,415000.0,410000.0,False,False,False,615000
3,1,1,4.5,2.6,0,1,235000.0,397500.0,False,False,False,400000
7,3,2,4.25,3.2,0,1,285000.0,285000.0,False,False,False,374000
9,3,3,4.0,3.0,0,1,237500.0,362000.0,False,True,False,390000
5,2,1,4.25,3.4,0,0,527500.0,574000.0,True,False,False,390000
8,3,2,4.25,3.1,0,1,345796.0,357000.0,False,False,False,325000
3,1,1,4.5,2.6,0,1,310000.0,300000.0,False,False,True,100000
10,4,3,4.0,3.0,0,1,355000.0,440000.0,False,False,False,985000
6,2,2,4.25,3.3,0,0,240500.0,250000.0,False,False,True,222000
3,1,1,4.5,2.6,0,0,195000.0,185000.0,False,True,False,278000
6,2,2,4.25,3.3,0,1,275000.0,279000.0,False,False,True,575000
8,3,2,4.25,3.1,0,1,275000.0,279000.0,False,True,False,247500
7,3,2,4.25,3.2,0,0,345000.0,330000.0,True,False,False,240000
11,4,3,4.0,2.9,0,1,365000.0,356415.0,False,False,False,680000
3,1,1,4.5,2.6,0,0,355000.0,300300.5,True,False,False,110000
5,2,1,4.25,3.4,0,1,260000.0,205000.0,False,False,True,126400
3,1,1,4.5,2.6,0,1,527500.0,574000.0,False,True,False,1210000
3,1,1,4.5,2.6,0,1,350000.0,453500.0,False,False,True,365000
2,1,0,4.5,2.8,0,1,345000.0,350000.0,False,True,False,340000
10,4,3,4.0,3.0,0,1,370000.0,350000.0,False,True,False,350000
2,1,0,4.5,2.8,0,1,527500.0,480000.0,False,True,False,456000
12,4,0,4.0,2.8,1,1,460000.0,385000.0,False,True,False,379953
3,1,1,4.5,2.6,0,0,195000.0,177000.0,True,False,False,120000
7,3,2,4.25,3.2,1,0,527500.0,574000.0,True,False,False,781954
7,3,2,4.25,3.2,0,1,235000.0,270000.0,False,True,False,260000
2,1,0,4.5,2.8,0,0,527500.0,574000.0,True,False,False,500000
3,1,1,4.5,2.6,0,1,177500.0,215000.0,False,False,False,296500
9,3,3,4.0,3.0,0,1,415000.0,445000.0,False,False,True,695000
12,4,0,4.0,2.8,0,1,237500.0,245000.0,False,True,False,148000
11,4,3,4.0,2.9,0,0,240500.0,210000.0,False,False,False,495000
8,3,2,4.25,3.1,0,1,195500.0,200000.0,False,False,False,290000
8,3,2,4.25,3.1,0,0,195000.0,220000.0,False,False,True,90000
3,1,1,4.5,2.6,0,1,180000.0,160000.0,False,True,False,155000
5,2,1,4.25,3.4,0,1,205000.0,150000.0,False,True,False,165000
12,4,0,4.0,2.8,0,0,355000.0,360000.0,True,False,False,236000
5,2,1,4.25,3.4,0,1,407500.0,375000.0,False,False,False,440000
8,3,2,4.25,3.1,0,1,355000.0,370000.0,False,True,False,415000
12,4,0,4.0,2.8,0,1,175000.0,174000.0,False,True,False,121500
7,3,2,4.25,3.2,0,1,230000.0,230000.0,False,False,False,277000
3,1,1,4.5,2.6,0,0,240500.0,250000.0,True,False,False,180000
11,4,3,4.0,2.9,0,0,527500.0,574000.0,False,False,True,590000
8,3,2,4.25,3.1,0,1,527500.0,500000.0,False,True,False,797000
12,4,0,4.0,2.8,0,1,375000.0,250000.0,False,False,False,290000
5,2,1,4.25,3.4,0,1,270000.0,210000.0,False,True,False,325000
4,2,1,4.25,3.5,0,1,205000.0,255000.0,False,False,False,390000
6,2,2,4.25,3.3,1,1,273000.0,285000.0,False,False,False,365000
7,3,2,4.25,3.2,0,1,280000.0,270000.0,False,False,True,245000
1,1,0,4.75,3.0,0,0,415000.0,410000.0,True,False,False,255000
8,3,2,4.25,3.1,0,1,505000.0,432500.0,False,False,True,492500
7,3,2,4.25,3.2,0,1,355000.0,441750.0,False,False,False,650000
3,1,1,4.5,2.6,0,1,355000.0,612500.0,False,True,False,620000
5,2,1,4.25,3.4,1,1,175000.0,160000.0,False,False,False,330000
4,2,1,4.25,3.5,0,1,220000.0,245000.0,False,False,False,277500
3,1,1,4.5,2.6,0,0,527500.0,574000.0,True,False,False,490000
12,4,0,4.0,2.8,0,1,200000.0,210500.0,False,False,False,387000
3,1,1,4.5,2.6,0,0,260000.0,270000.0,True,False,False,55000
1,1,0,4.75,3.0,0,1,335000.0,350000.0,False,True,False,320000
1,1,0,4.75,3.0,0,1,237500.0,207000.0,False,False,True,270000
10,4,3,4.0,3.0,0,1,308748.0,307500.0,False,False,False,510000
7,3,2,4.25,3.2,0,1,240500.0,301000.0,False,True,False,284000
11,4,3,4.0,2.9,0,1,237500.0,362000.0,False,False,False,743000
1,1,0,4.75,3.0,0,1,215000.0,210000.0,False,False,False,390000
3,1,1,4.5,2.6,0,1,286000.0,336000.0,False,False,False,490000
7,3,2,4.25,3.2,0,1,215000.0,245000.0,False,False,True,370000
5,2,1,4.25,3.4,0,1,335000.0,350000.0,False,False,True,300000
3,1,1,4.5,2.6,0,0,270000.0,270000.0,True,False,False,103500
1,1,0,4.75,3.0,0,1,370000.0,310000.0,False,False,False,397500
7,3,2,4.25,3.2,0,1,230000.0,242500.0,False,True,False,165000
1,1,0,4.75,3.0,0,1,280000.0,230000.0,False,False,False,490000
10,4,3,4.0,3.0,0,1,299999.5,182000.0,False,True,False,425000
7,3,2,4.25,3.2,0,0,527500.0,432500.0,True,False,False,220000
10,4,3,4.0,3.0,0,1,527500.0,574000.0,False,False,True,1660000
11,4,3,4.0,2.9,0,1,338000.0,308000.0,False,False,True,287500
7,3,2,4.25,3.2,0,1,240500.0,210000.0,False,False,True,148000
11,4,3,4.0,2.9,0,0,375000.0,595000.0,True,False,False,326500
4,2,1,4.25,3.5,0,1,407500.0,455594.5,False,True,False,427000
10,4,3,4.0,3.0,0,1,345000.0,348000.0,False,False,False,350000
6,2,2,4.25,3.3,0,1,255000.0,250000.0,False,False,True,202500
2,1,0,4.5,2.8,0,1,527500.0,574000.0,False,False,True,450000
5,2,1,4.25,3.4,0,1,273000.0,282000.0,False,False,True,210000
3,1,1,4.5,2.6,0,1,299999.5,300000.0,False,False,True,237500
9,3,3,4.0,3.0,0,1,527500.0,432500.0,False,True,False,280000
3,1,1,4.5,2.6,0,1,192500.0,225000.0,False,False,False,270000
9,3,3,4.0,3.0,0,1,145000.0,145000.0,False,False,True,123000
6,2,2,4.25,3.3,0,1,527500.0,370000.0,False,False,True,330000
5,2,1,4.25,3.4,0,1,460000.0,385000.0,False,True,False,325000
8,3,2,4.25,3.1,0,1,205000.0,255000.0,False,True,False,451000
10,4,3,4.0,3.0,0,1,145000.0,174000.0,False,False,True,130000
5,2,1,4.25,3.4,0,0,205000.0,140000.0,True,False,False,80000
8,3,2,4.25,3.1,0,1,286000.0,293750.0,False,False,False,344000
2,1,0,4.5,2.8,0,1,270000.0,210000.0,False,False,False,249500
1,1,0,4.75,3.0,0,1,355000.0,324000.0,False,True,False,327500
10,4,3,4.0,3.0,0,1,180000.0,160000.0,False,True,False,218000
5,2,1,4.25,3.4,0,0,260000.0,310000.0,True,False,False,205500
8,3,2,4.25,3.1,0,1,395000.0,422000.0,False,False,False,375000
10,4,3,4.0,3.0,0,1,527500.0,574000.0,False,False,True,420000
6,2,2,4.25,3.3,0,1,194999.0,195000.0,False,True,False,163000
1,1,0,4.75,3.0,0,0,315000.0,350000.0,True,False,False,312000
6,2,2,4.25,3.3,0,1,527500.0,380000.0,False,True,False,370000
2,1,0,4.5,2.8,0,1,527500.0,560000.0,False,False,True,670000
5,2,1,4.25,3.4,0,1,355000.0,365000.0,False,True,False,375000
12,4,0,4.0,2.8,0,1,375000.0,337000.0,False,True,False,325000
3,1,1,4.5,2.6,0,1,165000.0,160000.0,False,False,True,99500
3,1,1,4.5,2.6,0,1,270000.0,270000.0,False,True,False,250000
2,1,0,4.5,2.8,0,1,299999.5,228000.0,False,True,False,135000
2,1,0,4.5,2.8,0,1,230000.0,250000.0,False,True,False,215000
1,1,0,4.75,3.0,0,0,240500.0,301000.0,False,True,False,291000
8,3,2,4.25,3.1,0,1,385000.0,450000.0,False,True,False,310000
3,1,1,4.5,2.6,0,1,255000.0,250000.0,False,False,False,780000
12,4,0,4.0,2.8,0,1,225000.0,184000.0,False,True,False,239950
5,2,1,4.25,3.4,0,1,527500.0,574000.0,False,False,False,3400000
12,4,0,4.0,2.8,0,1,299500.0,367000.0,False,True,False,262000
3,1,1,4.5,2.6,1,0,527500.0,574000.0,True,False,False,535000
2,1,0,4.5,2.8,0,1,527500.0,763750.0,False,False,False,1500000
3,1,1,4.5,2.6,1,1,260000.0,258000.0,False,False,True,260000
10,4,3,4.0,3.0,0,1,175000.0,175000.0,False,False,False,420000
12,4,0,4.0,2.8,0,1,280000.0,289000.0,False,False,True,235000
3,1,1,4.5,2.6,0,1,235000.0,280000.0,False,True,False,388000
7,3,2,4.25,3.2,0,1,180000.0,210000.0,False,False,True,134000
1,1,0,4.75,3.0,0,1,194999.0,192500.0,False,False,False,294000
6,2,2,4.25,3.3,0,1,313000.0,310000.0,False,False,True,217000
3,1,1,4.5,2.6,0,1,270000.0,235000.0,False,True,False,267600
1,1,0,4.75,3.0,0,1,155000.0,162000.0,False,False,True,120000
12,4,0,4.0,2.8,0,1,420000.0,402000.0,False,True,False,460000
12,4,0,4.0,2.8,0,1,164972.5,167250.0,False,False,True,70000
2,1,0,4.5,2.8,0,1,145000.0,168000.0,False,False,False,633000
6,2,2,4.25,3.3,0,1,299500.0,285000.0,False,True,False,175000
11,4,3,4.0,2.9,0,1,385000.0,390000.0,False,False,True,425000
3,1,1,4.5,2.6,0,0,365000.0,390000.0,True,False,False,195000
4,2,1,4.25,3.5,0,0,401250.0,411000.0,True,False,False,310000
2,1,0,4.5,2.8,0,1,240500.0,195000.0,False,True,False,152000
2,1,0,4.5,2.8,0,1,215000.0,167500.0,False,False,False,275000
8,3,2,4.25,3.1,0,1,335000.0,350000.0,False,False,True,237500
6,2,2,4.25,3.3,0,1,312500.0,325000.0,False,False,False,375000
2,1,0,4.5,2.8,0,1,365000.0,357000.0,False,False,False,515000
3,1,1,4.5,2.6,0,1,235000.0,397500.0,False,False,False,505000
3,1,1,4.5,2.6,0,1,270000.0,323750.0,False,False,True,163500
9,3,3,4.0,3.0,0,1,505000.0,432500.0,False,True,False,525000
9,3,3,4.0,3.0,0,1,205000.0,255000.0,False,True,False,250000
1,1,0,4.75,3.0,1,1,375000.0,460000.0,False,False,False,469995
3,1,1,4.5,2.6,0,1,385000.0,340500.0,False,False,False,445000
7,3,2,4.25,3.2,0,1,527500.0,574000.0,False,False,True,644000
3,1,1,4.5,2.6,0,1,415000.0,410000.0,False,False,True,440000
9,3,3,4.0,3.0,0,0,237500.0,362000.0,True,False,False,150000
6,2,2,4.25,3.3,0,1,195500.0,205000.0,False,True,False,450000
2,1,0,4.5,2.8,0,1,355000.0,284000.0,False,False,False,278500
12,4,0,4.0,2.8,0,0,200000.0,136000.0,False,True,False,215000
8,3,2,4.25,3.1,0,1,225000.0,215000.0,False,False,True,182000
10,4,3,4.0,3.0,0,1,375000.0,368000.0,False,True,False,380000
3,1,1,4.5,2.6,0,1,273000.0,282000.0,False,False,True,260000
3,1,1,4.5,2.6,0,1,365000.0,356415.0,False,False,True,293500
10,4,3,4.0,3.0,0,1,280000.0,271250.0,False,True,False,330000
3,1,1,4.5,2.6,0,1,195000.0,220000.0,False,True,False,159000
8,3,2,4.25,3.1,0,1,370000.0,399999.0,False,False,True,325000
7,3,2,4.25,3.2,0,0,240500.0,230895.0,False,True,False,290000
7,3,2,4.25,3.2,0,1,527500.0,459724.5,False,False,True,395000
3,1,1,4.5,2.6,0,1,355000.0,370000.0,False,True,False,325000
8,3,2,4.25,3.1,0,1,338000.0,420000.0,False,True,False,365000
5,2,1,4.25,3.4,0,1,355000.0,355000.0,False,True,False,430000
6,2,2,4.25,3.3,0,0,240500.0,450000.0,False,False,True,387500
3,1,1,4.5,2.6,0,0,527500.0,574000.0,True,False,False,450000
10,4,3,4.0,3.0,0,1,205000.0,220000.0,False,True,False,162500
2,1,0,4.5,2.8,1,1,230000.0,175000.0,False,True,False,164995
11,4,3,4.0,2.9,0,1,355000.0,441750.0,False,False,True,315000
2,1,0,4.5,2.8,0,1,237500.0,245000.0,False,True,False,265000
3,1,1,4.5,2.6,1,0,527500.0,574000.0,True,False,False,620000
4,2,1,4.25,3.5,0,1,355000.0,325000.0,False,True,False,385000
3,1,1,4.5,2.6,0,1,258000.0,257750.0,False,True,False,330000
10,4,3,4.0,3.0,0,1,407500.0,340000.0,False,False,True,270000
5,2,1,4.25,3.4,0,1,340000.0,420000.0,False,False,True,355000
3,1,1,4.5,2.6,0,1,240500.0,195000.0,False,False,False,212000
