month,quarter,season_num,boe_rate,cpi,is_new_build,is_freehold,county_median,town_median,type_F,type_S,type_T,price
4,2,1,4.25,3.5,0,1,315000.0,540000.0,False,False,True,228000
3,1,1,4.5,2.6,0,0,340000.0,370000.0,True,False,False,256500
3,1,1,4.5,2.6,0,1,310000.0,379875.0,False,False,False,485000
5,2,1,4.25,3.4,0,1,215000.0,245000.0,False,True,False,298000
8,3,2,4.25,3.1,0,1,280000.0,254472.5,False,False,False,260000
3,1,1,4.5,2.6,0,0,260000.0,310000.0,True,False,False,185000
6,2,2,4.25,3.3,1,1,407500.0,364000.0,False,False,False,427500
11,4,3,4.0,2.9,0,0,315000.0,262250.0,True,False,False,133000
3,1,1,4.5,2.6,0,1,308748.0,232500.0,False,False,False,422500
6,2,2,4.25,3.3,0,1,260000.0,205000.0,False,True,False,165000
2,1,0,4.5,2.8,1,0,455000.0,410000.0,True,False,False,339500
12,4,0,4.0,2.8,0,1,370000.0,411000.0,False,False,False,800000
7,3,2,4.25,3.2,0,0,527500.0,574000.0,True,False,False,2300000
9,3,3,4.0,3.0,0,0,235000.0,262500.0,True,False,False,160000
11,4,3,4.0,2.9,0,1,320000.0,285000.0,False,True,False,285000
11,4,3,4.0,2.9,0,1,155000.0,146500.0,False,False,True,35000
3,1,1,4.5,2.6,0,0,527500.0,574000.0,True,False,False,540000
11,4,3,4.0,2.9,0,1,177500.0,160000.0,False,True,False,130000
5,2,1,4.25,3.4,0,1,375000.0,485000.0,False,True,False,415000
4,2,1,4.25,3.5,1,1,355000.0,274500.0,False,False,True,374995
4,2,1,4.25,3.5,0,1,310000.0,248000.0,False,False,False,392500
6,2,2,4.25,3.3,0,0,345000.0,350000.0,True,False,False,112000
